seqname,tax_id,species_name
S000413466,33052,Sphingopyxis terrae
S000413467,13690,Sphingobium yanoikuyae
S000413468,13656,Rhizorhapis suberifaciens
S000413470,40837,Mycoplana ramosa
S000413471,76978,Novosphingobium rosa
S000413488,64602,Natrialba asiatica
S000413489,160846,Natrialba taiwanensis
S000413493,35745,Haloferax denitrificans
S000413519,28220,Brachymonas denitrificans
S000413521,359,Rhizobium rhizogenes
S000413529,382,Ensifer meliloti
S000413540,2285,Sulfolobus acidocaldarius
S000413552,33018,Sporolactobacillus laevolacticus
S000413574,34092,Hydrogenobaculum acidophilum
S000413575,35804,Rhodovulum adriaticum
S000413576,58314,Rhodovulum strictum
S000413578,33049,Bieblia veldkampii
S000413580,35806,Rhodovulum sulfidophilum
S000413583,35805,Rhodovulum euryhalinum
S000413585,1061,Rhodobacter capsulatus
S000413599,661,Photobacterium angustum
S000413602,659,Photobacterium phosphoreum
S000413603,29408,Rhodoplanes elegans
S000413605,29409,Rhodoplanes roseus
S000413726,33998,Acidocella aminolytica
S000413727,523,Acidiphilium angustum
S000413728,524,Acidiphilium cryptum
S000413729,525,Acidocella facilis
S000413730,33999,Acidiphilium organovorum
S000413734,1080,Afifella marina
S000413736,34017,Rhodobium orientis
S000413795,784,Orientia tsutsugamushi
S000413800,35793,Rickettsia sibirica
S000413803,184917,Desulfovibrio magneticus
S000413810,144185,Leifsonia aquatica
S000413813,33878,Agromyces cerinus
S000413814,286438,Agromyces hippuratus
S000413816,55969,Leucobacter komagatae
S000413817,47466,Borrelia miyamotoi
S000413835,244,Planomicrobium okeanokoites
S000413841,29283,Halorubrum distributum
S000413900,477,Moraxella lacunata
S000413901,29519,Borrelia garinii
S000413905,56146,Borrelia tanukii
S000413906,43057,Cereibacter azotoformans
S000413914,40577,Xenorhabdus poinarii
S000413927,44255,Bradyrhizobium oligotrophicum
S000413932,54910,Brevibacillus centrosporus
S000413942,42092,Ureaplasma canigenitalium
S000413944,42094,Ureaplasma diversum
S000413945,42095,Ureaplasma felinum
S000413947,1589,Lactiplantibacillus pentosus
S000413948,1597,Lacticaseibacillus paracasei
S000413953,56636,Aeropyrum pernix
S000413956,1280,Staphylococcus aureus
S000413964,1282,Staphylococcus epidermidis
S000413965,46127,Staphylococcus felis
S000413967,1293,Staphylococcus gallinarum
S000413969,1284,Staphylococcus hyicus
S000414082,1451,Paenibacillus amylolyticus
S000414084,12915,Acidianus infernus
S000414085,2283,Acidianus ambivalens
S000414088,47303,Sulfolobus metallicus
S000414089,41675,Stygiolobus azoricus
S000414108,77675,Paracraurococcus ruber
S000414109,77585,Craurococcus roseus
S000414112,76305,Roseibium denhamense
S000414113,89524,Rubrimonas cliftonensis
S000414114,150831,Roseibium hamelinense
S000414115,1683,Bifidobacterium angulatum
S000414116,1689,Bifidobacterium dentium
S000414117,216816,Bifidobacterium longum
S000414118,28025,Bifidobacterium animalis
S000414119,35760,Bifidobacterium choerinum
S000414120,28026,Bifidobacterium pseudocatenulatum
S000414121,1691,Bifidobacterium indicum
S000414122,78342,Bifidobacterium gallicum
S000414123,78343,Bifidobacterium boum
S000414124,78344,Bifidobacterium pullorum
S000414125,78345,Bifidobacterium merycicum
S000414126,1692,Bifidobacterium magnum
S000414127,1694,Bifidobacterium globosum
S000414128,1694,Bifidobacterium pseudolongum
S000414129,78448,Bifidobacterium pullorum
S000414130,78346,Bifidobacterium ruminantium
S000414134,79601,Metallosphaera hakonensis
S000414138,76588,Acidiphilium acidophilum
S000414169,51665,Aerococcus urinaeequi
S000414171,51664,Lapidilactobacillus dextrinicus
S000414177,119219,Cupriavidus metallidurans
S000414186,511,Alcaligenes faecalis
S000414201,85991,Chlamydia pecorum
S000414212,187304,Roseibium aggregatum
S000414214,77008,Pseudorhodobacter ferrugineus
S000414215,53501,Thalassobius gelatinovorus
S000414216,76980,Ahrensia kielensis
S000414217,71235,Stappia stellulata
S000414218,81569,Ruegeria atlantica
S000414220,54062,Pediococcus parvulus
S000414225,81932,Methylotuvimicrobium japanense
S000414226,78257,Bifidobacterium pullorum
S000414229,78258,Parascardovia denticolens
S000414230,78259,Scardovia inopinata
S000414231,77635,Bifidobacterium subtile
S000414244,64713,Halorubrum coriense
S000414260,1526,Clostridium aminophilum
S000414289,505341,Gallibacterium salpingitidis
S000414295,157339,Actinobacillus arthritidis
S000414309,495,Neisseria elongata
S000414322,13773,Pyrobaculum aerophilum
S000414323,2277,Pyrobaculum islandicum
S000414324,28232,Geobacter metallireducens
S000414326,2106,Mycoplasmopsis corogypsi
S000414329,2754,Synergistes jonesii
S000414345,29350,Thermoanaerobacter thermocopriae
S000414347,28896,Thermoanaerobacterium saccharolyticum
S000414382,912,Nitrobacter hamburgensis
S000414447,29546,Lawsonia intracellularis
S000414455,28136,Prevotella oulorum
S000414520,29563,Halanaerobium salsuginis
S000414530,29560,Mycoplasmoides imitans
S000414531,29556,Mycoplasmopsis gallinacea
S000414555,35841,Bacillus thermoamylovorans
S000414558,36854,Desulfitobacterium dehalogenans
S000414575,34027,Aromatoleum tolulyticum
S000414577,38986,Acholeplasma palmae
S000414597,39479,Clostridium herbivorans
S000414621,34068,Cycloclasticus pugetii
S000414651,786,Rickettsia akari
S000414655,33990,Rickettsia bellii
S000414656,788,Rickettsia canadensis
S000414664,35791,Rickettsia massiliae
S000414666,33992,Rickettsia rhipicephali
S000414680,35792,Rickettsia parkeri
S000414683,39029,Megasphaera cerevisiae
S000414698,36855,Brucella melitensis
S000414748,13769,Natrialba magadii
S000414766,47304,Metallosphaera prunae
S000414771,53444,Fructilactobacillus lindneri
S000414794,52001,Stetteria hydrogenophila
S000414796,110163,Thermococcus aggregans
S000414802,61858,Natronorubrum bangense
S000414824,72612,Methanoculleus palmolei
S000414855,85450,Orenia salinaria
S000414870,29288,Natronococcus occultus
S000414937,272210,Leucobacter albus
S000414938,272239,Gulosibacter bifidus
S000415016,203699,Derxia gummosa
S000415024,211668,Colwellia piezophila
S000415043,227924,Oceanithermus desulfurans
S000415046,229155,Borrelia turcica
S000415132,248905,Zobellia amurskyensis
S000415133,248906,Zobellia laminariae
S000415134,248907,Zobellia russellii
S000415178,265960,Komagataeibacter nataicola
S000415180,266805,Microbulbifer variabilis
S000416064,295065,Lentibacillus halophilus
S000416125,248551,Nocardia testacea
S000416137,298140,Gluconobacter oxydans
S000416202,265546,Anoxybacillus ayderensis
S000416204,81405,Desulfovibrio burkinensis
S000416760,195913,Loktanella salsilacus
S000416782,211146,Paenarthrobacter nitroguajacolicus
S000416814,214851,Subdoligranulum variabile
S000416815,216929,Mycobacterium psychrotolerans
S000416837,237017,Algoriphagus winogradskyi
S000416838,237018,Algoriphagus aquimarinus
S000416839,237019,Algoriphagus chordae
S000416841,237610,Pseudomonas psychrotolerans
S000416877,245187,Loktanella fryxellensis
S000416882,246144,Enterococcus italicus
S000416931,253703,Paenibacillus antarcticus
S000416959,57028,Algoriphagus ratkowskyi
S000416962,256326,Psychrobacter arenosus
S000416964,257772,Halomonas organivorans
S000417236,285351,Flavimobilis marinus
S000417318,293387,Bacillus altitudinis
S000417319,293388,Bacillus aerius
S000417333,293647,Byssovorax cruenta
S000417699,285729,Fusobacterium canifelinum
S000417710,218144,Vagococcus carniphilus
S000417749,225362,Paracoccus haeundaensis
S000417782,1599,Latilactobacillus sakei
S000417792,231024,Streptomyces africanus
S000418497,233101,Methylobacillus pratensis
S000418699,240125,Mycobacterium parascrofulaceum
S000418948,245836,Nocardiopsis salina
S000419424,249189,Enterococcus hermanniensis
S000419478,252246,Alicyclobacillus vulcanalis
S000419479,252394,Actinoalloteichus spitiensis
S000420023,1303,Streptococcus oralis
S000420024,68892,Streptococcus infantis
S000420025,113107,Streptococcus australis
S000420138,259354,Desulfatibacillum alkenivorans
S000420263,271160,Nicoletella semolina
S000420324,262076,Marinobacter flavimaris
S000420325,262077,Marinobacter daepoensis
S000420409,261964,Kangiella koreensis
S000420410,261965,Kangiella aquimarina
S000420421,351673,Xenorhabdus cabanillasii
S000420507,263723,Idiomarina fontislapidosi
S000420508,263724,Idiomarina ramblicola
S000420519,264027,Algoriphagus marincola
S000420521,104,Cyclobacterium marinum
S000420543,264641,Desulfitibacter alkalitolerans
S000421498,257758,Streptococcus pseudopneumoniae
S000421558,196,Campylobacter fetus
S000421814,28184,Leptospira weilii
S000421854,282060,Ornithinimicrobium kibberense
S000421932,293256,Desulfohalovibrio alkalitolerans
S000422110,293091,Haloquadratum walsbyi
S000422111,286420,Hahella ganghwensis
S000424416,183,Leptonema illini
S000424697,1397,Bacillus circulans
S000424749,293050,Rhodococcus kroppenstedtii
S000425638,293890,Agromyces subbeticus
S000425929,329,Ralstonia pickettii
S000426024,295324,Paenibacillus motobuensis
S000426025,294710,Proteiniphilum acetatigenes
S000426474,295585,Herbidospora daliensis
S000426477,295352,Streptomyces bangladeshensis
S000426482,669,Vibrio harveyi
S000426605,296218,Roseivirga echinicomitans
S000426636,296745,Caldalkalibacillus thermarum
S000426640,409436,Gramella marina
S000426965,297171,Lentibacillus salis
S000427298,77524,Colwellia maris
S000427347,451807,Microbacterium halophilum
S000427348,162393,Microbacterium aurantiacum
S000427351,83341,Gordonia rhizosphera
S000427363,64976,Oceanospirillum beijerinckii
S000427366,64977,Oceanospirillum maris
S000427367,64969,Oceanospirillum multiglobuliferum
S000427368,64970,Marinobacterium jannaschii
S000427369,64971,Pseudospirillum japonicum
S000427370,64972,Oceanobacter kriegii
S000427371,64973,Terasakiella pusilla
S000427372,64974,Marinospirillum minutulum
S000427373,64975,Marinospirillum megaterium
S000427400,72557,Achromobacter ruhlandii
S000427401,72556,Achromobacter piechaudii
S000427506,1351,Enterococcus faecalis
S000427553,1575,Leifsonia xyli
S000427557,198312,Porphyrobacter sanguineus
S000427635,101689,Phycicoccus elongatus
S000427666,61150,Pseudoalteromonas peptidolytica
S000427693,66835,Desulfocella halophila
S000427735,67081,Mycobacterium alvei
S000427736,67854,Actinobacillus succinogenes
S000427737,67855,Muribacter muris
S000427769,67825,Citrobacter rodentium
S000427770,67826,Citrobacter sedlakii
S000427773,67828,Citrobacter gillenii
S000427774,57706,Citrobacter braakii
S000427775,67829,Citrobacter murliniae
S000427777,67824,Citrobacter farmeri
S000427816,67760,Methanocaldococcus infernus
S000427842,2021,Thermobifida fusca
S000427859,71171,Planomicrobium alkanoclasticum
S000427863,72022,Methylarcula marina
S000427864,72023,Methylarcula terricola
S000427876,69473,Acholeplasma vituli
S000427888,53419,Treponema socranskii
S000427890,53419,Treponema socranskii
S000427946,74386,Gracilibacillus halotolerans
S000427973,44674,Sulfurospirillum barnesii
S000427978,75310,Rhodanobacter lindaniclasticus
S000427979,332056,Sphingobium japonicum
S000427980,70995,Lewinella cohaerens
S000427981,70996,Herpetosiphon geysericola
S000427982,70997,Flavilitoribacter nigricans
S000427983,70998,Lewinella persica
S000427988,65741,Pseudomonas knackmussii
S000427998,71433,Mesorhizobium amorphae
S000428003,39844,Mesorhizobium tianshanense
S000428006,71546,Planomicrobium mcmeekinii
S000428010,71667,Waddlia chondrophila
S000428017,75658,Campylobacter lanienae
S000428030,73030,Dechloromonas agitata
S000428077,81857,Paralactobacillus selangorensis
S000428078,76009,Fusibacter paucivorans
S000428079,76007,Desulfovibrio senezii
S000428080,878,Desulfovibrio fructosivorans
S000428082,81942,Kitasatospora cheerisanensis
S000428086,76020,Amycolatopsis alba
S000428088,43354,Prauserella rugosa
S000428090,73913,Methanocaldococcus vulcanius
S000428093,84480,Amycolatopsis thermoflava
S000428099,86104,Arenibacter latericius
S000428104,75688,Neptunomonas naphthovorans
S000428105,81406,Desulfovibrio alcoholivorans
S000428108,85401,Mannheimia glucosida
S000428112,85404,Mannheimia varigena
S000428119,85403,Mannheimia ruminalis
S000428121,85402,Mannheimia granulomatis
S000428122,74701,Desulfotomaculum putei
S000428131,74661,Halomonas campisalis
S000428185,83171,Methanocaldococcus fervens
S000428186,51367,Salinivibrio costicola
S000428195,75588,Pseudomonas libanensis
S000428211,75612,Pseudomonas mandelii
S000428212,75922,Mycobacterium tusciae
S000428240,1356,Enterococcus sulfureus
S000428241,44007,Enterococcus pseudoavium
S000428243,41997,Enterococcus saccharolyticus
S000428245,1355,Enterococcus columbae
S000428246,44009,Enterococcus dispar
S000428248,44008,Enterococcus cecorum
S000428252,53346,Enterococcus mundtii
S000428263,81499,Microlunatus spumicola
S000428268,119864,Marinomonas mediterranea
S000428331,76758,Pseudomonas orientalis
S000428332,651740,Pseudomonas cedrina
S000428344,85683,Bacillus selenitireducens
S000428367,84590,Taylorella asinigenitalis
S000428372,81425,Desulfovibrio aminophilus
S000428381,77298,Pseudomonas jessenii
S000428384,81468,Aminobacterium colombiense
S000428393,84698,Clostridium frigidicarnis
S000428417,81464,Anaeromusa acidaminophila
S000428418,1731,Peptoclostridium acidaminophilum
S000428419,77777,Bacillus siralis
S000428427,87012,Helicobacter mesocricetorum
S000428451,81467,Aminobacterium mobile
S000428465,78543,Pseudomonas migulae
S000428466,78544,Pseudomonas gessardii
S000428470,105422,Streptacidiphilus carbonis
S000428473,105425,Streptacidiphilus albus
S000428475,1423,Bacillus subtilis
S000428477,92181,Bartonella koehlerae
S000428485,79209,Desulfosporosinus meridiei
S000428509,80880,Hylemonella gracilis
S000428510,80883,Giesbergeria sinuosa
S000428511,80882,Simplicispira psychrophila
S000428512,80879,Curvibacter delicatus
S000428520,47920,Acidovorax delafieldii
S000428521,12917,Acidovorax facilis
S000428522,80878,Acidovorax temperans
S000428524,65656,Hydrogenophaga taeniospiralis
S000428525,65655,Hydrogenophaga palleronii
S000428526,47421,Hydrogenophaga pseudoflava
S000428527,65657,Hydrogenophaga flava
S000428533,79599,Heliorestis daurensis
S000428559,81037,Pseudoalteromonas elyakovii
S000428561,77608,Pseudoalteromonas distincta
S000428567,81029,Hyphomonas adhaerens
S000428568,81031,Hyphomonas johnsonii
S000428571,81030,Hyphomonas hirschiana
S000428572,81034,Hyphomonas rosenbergii
S000428574,81033,Hyphomonas oceanitis
S000428637,1079,Blastochloris viridis
S000428654,99117,Microlunatus capsulatus
S000428666,28202,Peredibacter starrii
S000428722,94869,Clostridium gasigenes
S000428723,94868,Lacrimispora algidixylanolytica
S000428742,2171,Methanobacterium palustre
S000428744,88058,Treponema primitia
S000428774,296,Pseudomonas fragi
S000428789,316,Pseudomonas stutzeri
S000428802,2163,Methanobacterium ivanovii
S000428811,83986,Methanoculleus bourgensis
S000428813,81417,Methanofollis tationis
S000428823,105483,Desulfohalotomaculum alkaliphilum
S000428831,95485,Burkholderia stabilis
S000428836,198,Campylobacter hyointestinalis
S000428840,198,Campylobacter hyointestinalis
S000428852,89184,Ruegeria pomeroyi
S000428856,314263,Roseovarius nubinhibens
S000428874,84979,Desulfotalea arctica
S000428875,84980,Desulfotalea psychrophila
S000428876,84981,Desulfofaba gelida
S000428877,84982,Desulfofrigus oceanense
S000428878,84983,Desulfofrigus fragile
S000428886,930166,Pseudomonas brassicacearum
S000428888,86265,Pseudomonas thivervalensis
S000428894,84109,Slackia exigua
S000428895,84110,Slackia heliotrinireducens
S000428899,89050,Streptomyces yeochonensis
S000428900,89051,Gordonia desulfuricans
S000428902,89053,Gordonia amicalis
S000428904,85085,Pseudarthrobacter chlorophenolicus
S000428920,95159,Caloramator coolhaasii
S000428921,1338,Streptococcus anginosus
S000428926,76860,Streptococcus anginosus
S000428928,1328,Streptococcus anginosus
S000428965,101489,Xylanimicrobium pachnodae
S000428966,109330,Nocardiopsis tropica
S000428967,109329,Nocardiopsis trehalosi
S000429041,13373,Burkholderia mallei
S000429044,1022,Beggiatoa alba
S000429050,112140,Gluconacetobacter johannae
S000429051,33964,Leuconostoc citreum
S000429066,244573,Thiocapsa marina
S000429068,1058,Thiocapsa roseopersicina
S000429072,99594,Thermohalobacter berrensis
S000429073,40318,Streptomyces nodosus
S000429086,103728,Actinokineospora diospyrosa
S000429087,103729,Actinokineospora globicatena
S000429088,103730,Actinokineospora inagensis
S000429089,42197,Actinosynnema pretiosum
S000429090,103725,Kutzneria kofuensis
S000429091,39846,Actinokineospora riparia
S000429092,2072,Saccharothrix australiensis
S000429093,68170,Lentzea aerocolonigenes
S000429094,33919,Saccharothrix coeruleofusca
S000429095,43355,Crossiella cryophila
S000429096,103731,Saccharothrix espanaensis
S000429097,103732,Lentzea flava
S000429098,33920,Saccharothrix longispora
S000429101,103733,Saccharothrix syringae
